AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS
33,11,7,4,0.636,3.3,0.3,0.9,0.3,0,0.4,0,1.1,1.3,0.857,0.1,0.1,0.2,0.2,0.1,0,0,0,0.2,0.6,1.6,1.5,2
30,50,28,22,0.56,4.1,0.8,2,0.41,0.1,0.5,0.269,0.7,1,0.755,0,0.5,0.5,0.6,0.4,0.1,0.1,0.1,0.3,0.7,2.5,0.3,4.3
22,2,2,0,1,2.7,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,4,0.6
20,26,15,11,0.577,3.2,0.5,1.1,0.464,0,0.1,0.5,0.2,0.4,0.545,0.2,0.4,0.7,0.2,0,0,0.1,0.2,0.5,0.3,1.3,0.3,2.6
28,16,6,10,0.375,2,0.1,0.3,0.25,0,0.1,0,0.2,0.3,0.75,0,0.3,0.3,0.1,0,0.1,0,0.1,0.3,0.2,0.3,-0.6,0.9
33,10,3,7,0.3,2.8,0.4,0.5,0.8,0,0,0,0.4,0.6,0.667,0.1,0.3,0.4,0.1,0,0.1,0,0,0.6,0.3,1.2,-0.9,2.1
22,24,4,20,0.167,3.6,0.6,0.9,0.682,0,0,0,0.4,0.5,0.75,0.2,0.5,0.8,0.1,0.3,0.2,0.1,0,0.6,0.4,1.6,-2.8,3.1
35,4,2,2,0.5,0.6,0,0.3,0,0,0,0,0,0,0,0.3,0.3,0.5,0.3,0,0,0,0,0.3,0,0,-0.8,1
31,15,4,11,0.267,1.7,0.1,0.5,0.143,0,0.3,0,0,0,0,0.1,0.2,0.3,0,0,0,0,0.1,0.1,0,0.1,0.3,0.5
27,35,19,16,0.543,3.5,0.4,1.5,0.288,0.2,0.9,0.194,0.2,0.2,1,0.1,0.7,0.8,0.5,0.1,0.1,0,0.2,0.2,0.3,1.2,1.4,3
22,21,2,19,0.095,1.9,0,0.5,0.1,0,0.3,0.143,0.2,0.3,0.667,0,0.2,0.2,0,0,0,0,0,0.2,0.2,0.3,-1.3,0.7
21,25,12,13,0.48,2.6,0.3,0.6,0.438,0,0,1,0.3,0.4,0.727,0.1,0.7,0.8,0.2,0.1,0.1,0,0.1,0.4,0.5,0.9,-0.5,2.4
25,29,15,14,0.517,2.7,0.1,0.6,0.235,0.1,0.4,0.167,0.6,0.8,0.783,0,0.7,0.7,0.1,0.2,0,0,0,0.3,0.5,1,-0.2,1.8
25,33,14,19,0.424,4.7,0.9,2.2,0.408,0,0,0,0.6,0.8,0.8,0.5,0.8,1.3,0.4,0.2,0,0.2,0.2,0.8,0.7,2.4,0,5.1
20,4,3,1,0.75,1,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0,0,0,0,0,0,0,0,0.3
23,6,3,3,0.5,1.5,0,0.3,0,0,0.2,0,0,0,0,0,0.3,0.3,0,0.2,0,0,0,0.5,0,0,0.2,0.2
27,22,9,13,0.409,2.2,0,0.4,0.125,0,0.1,0,0.2,0.2,1,0,0.2,0.2,0.1,0,0,0,0,0.4,0.1,0.3,0.1,0.8
28,13,7,6,0.538,3.1,0.4,0.7,0.556,0.2,0.4,0.6,0.1,0.2,0.5,0,0.3,0.3,0.1,0.2,0.3,0.1,0,0.5,0.2,1.1,-0.8,2.5
29,3,3,0,1,0.9,0,0.3,0,0,0,0,0.7,0.7,1,0.3,0,0.3,0,0,0,0,0,0,0.3,0.7,0,1.1
28,23,9,14,0.391,2.4,0.1,0.3,0.25,0,0.3,0.143,0.1,0.2,0.75,0,0.3,0.3,0.1,0,0.1,0,0,0.3,0.1,0.3,-1.1,1.1
23,24,11,13,0.458,3.5,0.2,0.5,0.308,0,0.2,0,0,0,1,0.1,0.5,0.6,0,0.1,0,0.1,0,0.2,0.1,0.4,-0.4,1.4
23,12,7,5,0.583,1.9,0.1,0.3,0.25,0.1,0.2,0.5,0,0,0,0,0.3,0.3,0.1,0,0,0,0,0.1,0.2,0.3,0.3,0.8
31,36,10,26,0.278,2.9,0.3,0.6,0.429,0.1,0.3,0.333,0.2,0.3,0.727,0.3,0.7,1,0.1,0.1,0.2,0.1,0.1,0.3,0.2,0.8,-2.4,2.7
39,4,2,2,0.5,2.2,0,0.3,0,0,0,0,0,0,0,0,0.5,0.5,0.3,0.3,0,0,0.3,0.3,0,0,1.8,0.7
23,2,2,0,1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27,38,21,17,0.553,3.5,0.3,0.6,0.545,0.2,0.4,0.533,0.3,0.4,0.714,0.2,0.3,0.5,0.2,0.1,0.1,0,0,0.4,0.3,1.1,0.7,2.3
27,35,23,12,0.657,2.9,0.2,0.5,0.444,0.2,0.4,0.429,0,0,1,0,0.4,0.4,0.1,0,0.1,0,0,0.3,0,0.7,1.3,1.6
27,16,12,4,0.75,1.5,0.4,0.8,0.462,0.2,0.5,0.375,0.2,0.2,1,0.3,0.1,0.4,0.2,0.1,0.1,0,0,0,0.3,1.1,2.6,2.2
35,42,24,18,0.571,4.3,0.5,1.4,0.339,0,0.1,0.25,0.8,1,0.773,0.3,1.1,1.4,0.3,0.3,0,0.5,0.1,0.5,0.6,1.8,-0.1,5
26,50,27,23,0.54,4.2,0.9,2.4,0.373,0.3,0.8,0.333,1,1.2,0.8,0.1,0.6,0.7,0.3,0.3,0.3,0.1,0.2,0.4,0.9,3,0,5
31,41,23,18,0.561,3.8,0.6,1.7,0.366,0,0.2,0.2,0.6,0.8,0.774,0.4,0.9,1.3,0.5,0.1,0.2,0.2,0.2,0.5,0.5,1.9,0.8,5.3
38,21,14,7,0.667,2.4,0.1,0.6,0.231,0.1,0.5,0.182,0,0,0,0,0.2,0.3,0.1,0.2,0,0,0,0.1,0.1,0.4,1.3,1
25,5,0,5,0,1,0,0.6,0,0,0.2,0,0,0,0,0,0.2,0.2,0.2,0,0,0,0,0,0.2,0,-0.4,0.5
25,10,5,5,0.5,2.2,0.1,0.1,1,0,0,0,0.5,0.6,0.833,0.1,0.5,0.6,0,0,0,0.3,0,0.1,0.3,0.7,0.3,2.3
30,38,15,23,0.395,3.1,0.4,0.7,0.538,0,0.1,0,0.1,0.2,0.556,0.3,0.5,0.7,0.7,0.3,0.2,0.1,0,0.7,0.2,0.9,-1.3,3.4
24,1,1,0,1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
30,19,9,10,0.474,2.5,0.2,0.7,0.214,0.1,0.3,0.2,0.1,0.2,0.667,0.1,0.2,0.3,0.1,0,0,0,0,0.1,0.1,0.5,0.4,0.9
32,24,11,13,0.458,2.4,0,0.3,0.125,0,0.2,0.2,0.3,0.3,0.857,0,0.3,0.3,0.1,0,0,0.1,0,0.3,0.2,0.4,0,1.1
19,6,2,4,0.333,1.6,0.2,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.8,0,0.3,-2.3,0.8
37,2,2,0,1,4.3,0.5,0.5,1,0.5,0.5,1,0,0,0,0,1,1,0,0,0,0.5,0,0,0,1.5,7,4.2
24,15,5,10,0.333,2.4,0.2,0.5,0.375,0.1,0.3,0.5,0.4,0.7,0.6,0,0.1,0.1,0.2,0,0.1,0.1,0,0.3,0.3,0.9,0.3,1.8
25,1,0,1,0,0.9,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,-2,0.2
32,40,22,18,0.55,3.4,0.4,1,0.421,0.1,0.3,0.25,0.7,0.9,0.824,0,0.4,0.5,0.2,0.1,0.1,0,0.1,0.3,0.5,1.6,1.1,2.8
25,2,2,0,1,6.1,0,0.5,0,0,0.5,0,0,0,0,0,1,1,0.5,0,0.5,0,0,0.5,0,0,2.5,3.5
26,37,24,13,0.649,4.3,1.4,3.4,0.424,0.3,0.7,0.462,1.6,1.8,0.896,0.1,0.5,0.6,0.6,0.4,0,0,0.4,0.4,1.3,4.8,1.9,6.2
36,10,6,4,0.6,3.1,0.1,0.3,0.333,0,0.2,0,0,0,0,0.1,0.2,0.3,0.1,0.1,0,0,0,0.2,0.2,0.2,0.1,0.6
22,4,1,3,0.25,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0
25,44,19,25,0.432,4.2,0.2,0.8,0.303,0.1,0.3,0.286,0.8,1,0.833,0.1,0.8,0.9,0.8,0.3,0.2,0,0,0.6,0.6,1.3,-0.5,3.9
25,26,2,24,0.077,3.8,0.2,1.2,0.161,0.1,0.7,0.118,0.3,0.5,0.643,0.1,0.8,0.8,0.1,0.4,0.1,0,0.2,1,0.3,0.8,-3.3,1.8
27,1,0,1,0,2.3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,-1,2
28,27,12,15,0.444,3.3,0.5,0.7,0.722,0,0,0,0.5,0.5,0.929,0.4,0.6,1,0.1,0.1,0,0.3,0,0.3,0.3,1.4,0.3,3.3
23,38,14,24,0.368,4.6,0.9,2.2,0.4,0.2,0.9,0.242,0.4,0.5,0.778,0.1,0.4,0.5,0.3,0.2,0.1,0,0.2,0.6,0.3,2.4,-2.2,3.6
30,12,6,6,0.5,3,0.5,0.8,0.667,0.1,0.3,0.333,0.3,0.4,0.8,0.2,0.3,0.5,0.2,0.1,0.1,0,0,0,0.3,1.4,-0.8,2.4
21,9,3,6,0.333,1.3,0,0.1,0,0,0.1,0,0,0.2,0,0,0.1,0.1,0,0,0,0,0,0.2,0.1,0,-2.9,0.1
33,15,3,12,0.2,1.2,0.1,0.2,0.333,0,0.1,0,0.1,0.1,1,0,0,0,0,0.1,0.1,0,0,0.4,0.1,0.2,-0.7,0.3
29,12,4,8,0.333,3,0.1,0.3,0.333,0,0,0,0.5,0.6,0.857,0.4,0.4,0.8,0,0.1,0,0.3,0,0.3,0.4,0.7,-1.8,2.3
29,37,16,21,0.432,3.6,0.6,1.6,0.39,0.1,0.4,0.333,0.4,0.7,0.577,0.1,0.6,0.7,0.1,0.1,0.2,0,0,0.3,0.5,1.8,-0.7,3.1
24,25,7,18,0.28,4.3,0.2,0.6,0.429,0,0,0,0.5,0.9,0.522,0.4,0.6,1,0.2,0.1,0,0.3,0,0.5,0.6,1,-1.9,3.1
27,42,22,20,0.524,3.8,1,2.6,0.389,0.1,0.7,0.2,1,1.1,0.913,0.2,0.7,0.9,0.8,0.5,0.2,0.1,0.2,0.6,0.8,3.1,-0.5,5.8
28,36,13,23,0.361,3.5,0.2,0.7,0.28,0.1,0.4,0.286,0.3,0.3,0.917,0.2,0.4,0.6,0.1,0.1,0.1,0.1,0.1,0.3,0.3,0.8,0.3,2.2
31,4,3,1,0.75,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,-0.3,0
25,4,1,3,0.25,2,0,0,0,0,0,0,0,0.5,0,0,0.8,0.8,0,0.3,0,0.3,0,0,0.5,0,2,1.4
30,3,2,1,0.667,3.5,0.3,0.3,1,0,0,0,0,0.7,0,0,1.3,1.3,0,0,0,1,0,0,0.3,0.7,4,5.3
31,1,0,1,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32,15,4,11,0.267,2.2,0,0.5,0,0,0.5,0,0.3,0.3,1,0,0.3,0.3,0.1,0.1,0.1,0,0.1,0.5,0.1,0.3,-1.2,1
26,7,1,6,0.143,1.6,0.1,0.4,0.333,0,0.1,0,0,0,0,0,0.3,0.3,0.1,0,0,0,0.1,0.1,0,0.3,-5.1,0.8
26,39,20,19,0.513,3.3,0.4,0.7,0.519,0,0.1,0.25,0.2,0.2,0.875,0.3,0.5,0.8,0.1,0.1,0,0.2,0.1,0.5,0.1,0.9,-0.6,2.7
22,1,1,0,1,3.8,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,1,0,0,3,2.9
25,7,3,4,0.429,3.8,0.4,0.7,0.6,0.1,0.3,0.5,0.1,0.1,1,0,0.1,0.1,0.3,0,0.1,0,0,0.3,0,1.1,0.7,2.2
23,23,6,17,0.261,1.9,0,0.6,0.077,0,0.4,0,0.2,0.2,0.8,0.1,0.3,0.3,0.1,0.1,0,0,0,0.2,0.2,0.3,-0.7,0.7
24,6,2,4,0.333,3.1,0.8,1.3,0.625,0.3,0.7,0.5,0,0,0,0,0.2,0.2,0.2,0.2,0,0,0,0.7,0.2,2,-0.2,2.3
23,27,11,16,0.407,2.4,0.3,0.6,0.412,0,0.1,0.5,0.2,0.3,0.75,0.1,0.4,0.5,0.3,0.3,0,0,0,0.2,0.2,0.8,0.2,1.6
30,24,21,3,0.875,2.9,0.3,0.4,0.6,0,0,0,0.3,0.3,1,0.1,0.2,0.3,0.2,0,0.1,0.1,0,0.4,0.3,0.8,2.2,1.9
25,1,1,0,1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
26,12,3,9,0.25,3.5,0.4,1.2,0.357,0.2,0.5,0.333,0.1,0.2,0.5,0.1,0.1,0.2,0.1,0.1,0,0,0.2,0.9,0.1,1.1,-1.8,1.3
25,22,10,12,0.455,2,0.1,0.4,0.375,0,0.2,0.25,0.2,0.3,0.833,0.1,0.3,0.5,0.2,0,0.1,0,0,0.4,0.1,0.5,-1,1.8
29,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,0
23,1,1,0,1,7.1,2,5,0.4,0,1,0,2,4,0.5,1,0,1,1,0,0,0,1,0,3,6,-1,8.7
28,13,7,6,0.538,1.5,0.2,0.5,0.429,0.1,0.2,0.333,0,0,0,0.2,0.2,0.4,0.3,0.1,0.1,0,0,0.2,0,0.5,1.2,1.6
20,23,14,9,0.609,1.4,0.2,0.3,0.5,0.1,0.1,1,0.2,0.2,0.8,0,0.1,0.1,0,0,0,0,0,0.2,0.1,0.6,-0.1,0.9
28,31,27,4,0.871,3.9,1.2,2.8,0.442,0.5,1.4,0.381,1.5,1.6,0.918,0.2,0.6,0.8,0.5,0.5,0.2,0,0.1,0.2,1.1,4.4,3.3,6.2
36,7,2,5,0.286,0.6,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0,0,0,0,0.1,0,0,-1.6,0.6
33,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
22,33,19,14,0.576,3.4,0.3,0.5,0.5,0,0,0,0.2,0.4,0.5,0.6,0.6,1.2,0,0.1,0.2,0.2,0,0.5,0.3,0.7,0.5,3
24,21,1,20,0.048,1.5,0.1,0.3,0.333,0,0,0,0,0.1,0.5,0,0.2,0.2,0.3,0.1,0.1,0,0,0.3,0,0.2,-3.4,1.2
22,12,3,9,0.25,2.2,0.3,0.7,0.375,0,0.1,0,0.2,0.3,0.5,0.2,0.3,0.5,0,0,0.3,0,0.1,0.3,0.2,0.7,0.2,2
31,33,18,15,0.545,3.3,0.1,0.3,0.222,0,0,0,0.3,0.4,0.769,0.3,0.4,0.8,0,0,0.1,0.2,0,0.4,0.4,0.4,-1.4,2.1
24,2,0,2,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
36,25,11,14,0.44,2.9,0.1,0.4,0.3,0,0,0,0.1,0.2,0.75,0,0.3,0.4,0.1,0,0,0,0,0.2,0.1,0.4,-0.5,1
24,9,8,1,0.889,2.9,0.4,0.9,0.5,0,0,0,0.4,0.4,1,0.3,0.3,0.7,0,0,0.1,0.1,0.1,0.3,0.3,1.3,1.6,2.8
25,21,14,7,0.667,2,0.3,0.5,0.545,0.1,0.3,0.429,0.3,0.3,0.857,0,0.2,0.2,0,0,0,0.1,0,0.1,0.2,1,1.1,1.5
22,2,1,1,0.5,0.7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.5,1.2
32,34,17,17,0.5,2.3,0.1,0.4,0.2,0.1,0.2,0.286,0.2,0.2,0.75,0.1,0.4,0.4,0.1,0,0.1,0.1,0.1,0.3,0.1,0.4,-1.5,1.5
28,38,13,25,0.342,3.2,0.6,1.1,0.512,0,0.1,0.5,0.3,0.4,0.765,0.3,0.4,0.7,0.1,0.2,0.1,0.1,0.1,0.3,0.3,1.5,-1.1,2.9
25,9,4,5,0.444,0.7,0.2,0.3,0.667,0,0,0,0,0,0,0.2,0,0.2,0,0,0.1,0,0,0.1,0,0.4,-0.6,1
31,3,2,1,0.667,0.8,0.3,0.3,1,0,0,0,0,0,0,0.3,0,0.3,0,0,0,0,0,0.3,0,0.7,2.7,1.1
26,1,1,0,1,3.7,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1.2
40,19,12,7,0.632,3.1,0.3,0.5,0.5,0,0,0,0.2,0.3,0.667,0.3,0.4,0.7,0.5,0.3,0,0.2,0.1,0.3,0.2,0.7,1.7,2.5
25,10,5,5,0.5,2.4,0.3,0.4,0.75,0.1,0.1,1,0,0,0,0.1,0.2,0.3,0.3,0.3,0.2,0.1,0,0.3,0,0.7,-1.3,2.1
24,8,3,5,0.375,0.6,0,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0.1,0,0.1,0,-0.8,0.2
29,3,1,2,0.333,4.2,1,1.3,0.75,0,0,0,0.3,0.7,0.5,0,1.3,1.3,0,0,0,0.3,0,0.7,0.3,2.3,-2,4.9
23,40,21,19,0.525,3.8,0.3,0.8,0.333,0,0.2,0.111,0.5,0.6,0.826,0.1,0.5,0.6,0.2,0.2,0,0,0.1,0.5,0.5,1,0.2,2
30,12,5,7,0.417,2.6,0.3,0.9,0.364,0.2,0.8,0.222,0.3,0.4,0.8,0,0.3,0.3,0.2,0.1,0.1,0,0,0.3,0.3,1.2,-1.3,2
34,27,16,11,0.593,3.2,0.1,0.3,0.333,0,0,0,0.2,0.2,0.833,0.1,0.3,0.4,0,0.1,0.2,0,0,0.4,0.1,0.4,0.6,1.6
34,24,17,7,0.708,3.3,0.9,1.6,0.538,0.1,0.2,0.4,0.3,0.6,0.533,0,0.1,0.2,0.4,0.1,0.1,0,0.2,0.3,0.5,2.2,1.5,3.1
24,16,7,9,0.438,4.7,0.1,0.8,0.154,0.1,0.7,0.182,0.1,0.1,1,0.1,0.4,0.4,0.1,0.1,0,0,0.1,0.3,0.1,0.4,-3.8,0.9
31,47,27,20,0.574,4,0.4,1.1,0.38,0.2,0.8,0.306,0.2,0.3,0.75,0,0.4,0.5,0.2,0.1,0.2,0,0,0.3,0.1,1.2,0.9,2.6
28,27,8,19,0.296,3.3,0.3,0.6,0.467,0,0.1,0.333,0.4,0.6,0.688,0.3,0.6,0.9,0.2,0.1,0,0.2,0,0.5,0.3,1,-3,2.9
23,19,7,12,0.368,3.7,0.5,1.5,0.321,0.3,0.8,0.4,0.2,0.4,0.429,0,0.2,0.2,0.2,0.2,0.1,0,0.1,0.2,0.3,1.4,-0.9,2.1
20,14,5,9,0.357,1.7,0.1,0.4,0.167,0.1,0.4,0.2,0.1,0.1,1,0.1,0.3,0.4,0.2,0.1,0,0,0,0.2,0.1,0.4,-2,1
25,31,18,13,0.581,3.2,0.3,0.4,0.833,0,0,0,0.2,0.3,0.5,0.2,0.7,0.9,0,0.1,0,0.1,0,0.3,0.2,0.8,-0.9,2
24,4,2,2,0.5,5.6,1.5,2,0.75,1.3,1.5,0.833,0,0,0,0,0,0,0.3,0,0,0.3,0,0.3,0,4.3,2.5,5.4
28,10,5,5,0.5,4.1,0.2,1,0.2,0,0.3,0,0.4,0.4,1,0.2,0.3,0.5,0.3,0.2,0.1,0,0.2,0.5,0.3,0.8,0.3,2
21,7,5,2,0.714,3.4,0.1,0.7,0.2,0,0.1,0,0.4,0.6,0.75,0.1,0,0.1,0.1,0.1,0,0,0,0.4,0.3,0.7,0.1,1
30,2,1,1,0.5,1.2,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0.5,0,0,0.5,0.6
24,11,7,4,0.636,3.1,0.5,1.1,0.417,0,0.4,0,0.1,0.2,0.5,0.3,0.4,0.6,0.2,0,0.1,0,0,0.2,0.2,1,1.3,2.3
26,2,2,0,1,0.7,0.5,0.5,1,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0.5,0,1,-2,1.6
26,15,6,9,0.4,4.6,0.6,1.5,0.409,0.2,0.6,0.333,1.1,1.5,0.739,0.1,0.7,0.8,0.9,0.4,0.2,0.1,0.1,0.6,1,2.5,0,5.2
33,22,8,14,0.364,2.3,0.3,0.5,0.545,0,0,0,0.1,0.2,0.75,0.5,0.4,1,0.2,0.2,0,0,0,0.5,0.1,0.7,-2,2.2
20,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,2,1,1,0.5,1.8,0.5,1,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,1,0.5,1
24,37,16,21,0.432,3.9,0.6,1.8,0.338,0.2,0.7,0.269,0.4,0.5,0.941,0.1,0.7,0.8,0.2,0.3,0.1,0.1,0.2,0.3,0.4,1.8,-0.6,3.3
39,15,7,8,0.467,1.6,0.3,0.5,0.5,0.1,0.4,0.333,0.3,0.3,1,0.1,0.1,0.3,0.1,0,0,0.1,0,0.4,0.3,1,0.2,1.6
28,25,10,15,0.4,2,0,0.3,0.143,0,0.1,0,0.2,0.2,0.667,0,0,0,0,0,0.1,0,0,0.2,0.1,0.2,-0.2,0.7
28,25,15,10,0.6,2,0.1,0.5,0.25,0,0.4,0.111,0,0.2,0.25,0,0.3,0.3,0.1,0.1,0.1,0.2,0,0.3,0.1,0.3,1.8,1.6
29,46,24,22,0.522,4.1,0.5,1.2,0.421,0.3,0.8,0.378,0.2,0.2,0.889,0,0.3,0.4,0.3,0.1,0.2,0,0.1,0.4,0.2,1.5,1.4,2.8
25,42,21,21,0.5,3.3,0.5,1.5,0.361,0.1,0.6,0.2,0.7,0.8,0.906,0,0.7,0.7,0.1,0.1,0,0,0,0.3,0.4,1.9,0.3,3.1
22,15,9,6,0.6,1.9,0.1,0.2,0.667,0,0,0,0.1,0.1,1,0.1,0.3,0.4,0.1,0.1,0,0.1,0,0.5,0.1,0.4,-0.7,1.3
26,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
24,4,1,3,0.25,1.6,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0.3,0,0,-2.5,0.8
21,41,16,25,0.39,3.4,0.5,1.6,0.328,0.2,0.7,0.233,0.4,0.4,0.882,0,0.1,0.1,0.1,0.2,0,0,0.1,0.5,0.2,1.6,-0.8,2
34,33,20,13,0.606,3.6,0.8,1.5,0.49,0,0.1,0.5,0.5,0.8,0.68,0.6,0.7,1.3,0.2,0.2,0.1,0.1,0.2,0.3,0.5,2.1,1.6,4.2
32,36,21,15,0.583,4.2,0.2,0.4,0.438,0,0,0,0.3,0.5,0.667,0.3,0.6,0.9,0.1,0.2,0.1,0.1,0.1,0.4,0.5,0.7,1.3,2.1
